Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level,Total_Activity_Hours,Study_Sleep_Ratio
0.3666666666666667,0.0916666666666666,0.3708333333333333,0.0833333333333333,0.0875,0.7975,2,0.6291666666666665,0.9887640449438204
0.3166666666666666,0.0708333333333333,0.2125,0.0249999999999999,0.375,0.79,2,0.7874999999999999,1.4901960784313724
0.2749999999999999,0.0833333333333333,0.3958333333333333,0.0625,0.1833333333333333,0.7325,1,0.6041666666666665,0.694736842105263
0.2958333333333333,0.125,0.2541666666666666,0.0208333333333333,0.3041666666666666,0.725,1,0.7458333333333331,1.1639344262295084
0.3999999999999999,0.1333333333333333,0.3416666666666666,0.1083333333333333,0.0166666666666666,0.835,2,0.6583333333333331,1.170731707317073
0.375,0.0291666666666666,0.3958333333333333,0.1083333333333333,0.0916666666666666,0.8025,2,0.6041666666666665,0.9473684210526316
0.2541666666666666,0.0708333333333333,0.3791666666666666,0.2166666666666666,0.0791666666666666,0.7125,1,0.6208333333333331,0.6703296703296703
0.2083333333333333,0.0833333333333333,0.2958333333333333,0.0541666666666666,0.3583333333333333,0.67,0,0.7041666666666665,0.704225352112676
0.4041666666666666,0.0541666666666666,0.3166666666666666,0.1583333333333333,0.0666666666666666,0.8225,2,0.6833333333333331,1.2763157894736843
0.2833333333333333,0.1625,0.4083333333333334,0.0375,0.1083333333333333,0.66,1,0.5916666666666666,0.693877551020408
0.2666666666666666,0.0041666666666666,0.3333333333333333,0.125,0.2708333333333333,0.7375,1,0.6666666666666665,0.7999999999999998
0.2208333333333333,0.0458333333333333,0.3958333333333333,0.0583333333333333,0.2791666666666667,0.6975,0,0.6041666666666666,0.5578947368421052
0.4125,0.0416666666666666,0.35,0.15,0.0458333333333333,0.8125,2,0.6499999999999999,1.1785714285714286
0.2583333333333333,0.1208333333333333,0.2833333333333333,0.1583333333333333,0.1791666666666666,0.7625,1,0.7166666666666666,0.9117647058823528
0.2291666666666666,0.1374999999999999,0.2749999999999999,0.0458333333333333,0.3125,0.815,0,0.7249999999999998,0.8333333333333334
0.2166666666666666,0.0999999999999999,0.35,0.0041666666666666,0.3291666666666666,0.6175,0,0.6499999999999997,0.6190476190476188
0.3416666666666666,0.0291666666666666,0.3541666666666667,0.0958333333333333,0.1791666666666666,0.81,2,0.6458333333333331,0.964705882352941
0.4041666666666666,0.0249999999999999,0.2791666666666667,0.0291666666666666,0.2625,0.905,2,0.7208333333333331,1.4477611940298505
0.3791666666666666,0.0916666666666666,0.3166666666666666,0.0499999999999999,0.1625,0.78,2,0.6833333333333331,1.1973684210526316
0.2291666666666666,0.15,0.3958333333333333,0.1416666666666666,0.0833333333333333,0.645,0,0.6041666666666665,0.5789473684210525
0.3583333333333333,0.15,0.3916666666666666,0.0791666666666666,0.0208333333333333,0.7575,2,0.6083333333333332,0.9148936170212766
0.3416666666666666,0.0124999999999999,0.2416666666666666,0.225,0.1791666666666666,0.8225,2,0.7583333333333331,1.413793103448276
0.2083333333333333,0.0249999999999999,0.3208333333333333,0.175,0.2708333333333333,0.6525,0,0.6791666666666665,0.6493506493506492
0.3458333333333334,0.0375,0.3583333333333333,0.0583333333333333,0.1999999999999999,0.87,2,0.6416666666666666,0.9651162790697677
0.3416666666666666,0.1416666666666666,0.3458333333333334,0.0958333333333333,0.075,0.7675,2,0.6541666666666666,0.9879518072289154
0.2291666666666666,0.0625,0.2625,0.0625,0.3833333333333333,0.7025,0,0.7374999999999999,0.8730158730158727
0.3958333333333333,0.1041666666666666,0.375,0.0625,0.0625,0.8725,2,0.6249999999999999,1.0555555555555556
0.3291666666666666,0.0833333333333333,0.25,0.1791666666666666,0.1583333333333333,0.7425,1,0.7499999999999998,1.3166666666666664
0.4041666666666666,0.1583333333333333,0.3999999999999999,0.0124999999999999,0.0249999999999999,0.8875,2,0.5999999999999996,1.0104166666666667
0.2125,0.1541666666666666,0.2958333333333333,0.2416666666666666,0.0958333333333333,0.65,0,0.7041666666666665,0.7183098591549297
0.3875,0.0541666666666666,0.2416666666666666,0.1374999999999999,0.1791666666666666,0.7725,2,0.7583333333333331,1.6034482758620694
0.4041666666666666,0.1166666666666666,0.3291666666666666,0.0124999999999999,0.1374999999999999,0.8675,2,0.6708333333333332,1.2278481012658229
0.3916666666666666,0.125,0.3541666666666667,0.0916666666666666,0.0375,0.795,2,0.6458333333333331,1.1058823529411763
0.2833333333333333,0.0499999999999999,0.375,0.2041666666666667,0.0875,0.78,1,0.6249999999999999,0.7555555555555555
0.375,0.1083333333333333,0.3541666666666667,0.1291666666666666,0.0333333333333333,1.0,2,0.6458333333333333,1.0588235294117647
0.3958333333333333,0.0583333333333333,0.2875,0.0249999999999999,0.2333333333333333,0.8325,2,0.7124999999999998,1.3768115942028987
0.3041666666666666,0.0916666666666666,0.2666666666666666,0.1458333333333333,0.1916666666666666,0.7775,1,0.7333333333333331,1.140625
0.2166666666666666,0.0041666666666666,0.3791666666666666,0.0916666666666666,0.3083333333333333,0.6975,0,0.620833333333333,0.5714285714285713
0.3666666666666667,0.0375,0.3374999999999999,0.0208333333333333,0.2375,0.775,2,0.6624999999999999,1.0864197530864201
0.2208333333333333,0.0875,0.3208333333333333,0.1583333333333333,0.2125,0.5975,0,0.6791666666666666,0.6883116883116883
0.375,0.0458333333333333,0.3,0.0208333333333333,0.2583333333333333,0.8475,2,0.6999999999999998,1.25
0.2125,0.1625,0.3833333333333333,0.1666666666666666,0.075,0.63,0,0.6166666666666666,0.5543478260869565
0.2416666666666666,0.0416666666666666,0.3208333333333333,0.1791666666666666,0.2166666666666666,0.7,0,0.6791666666666664,0.7532467532467532
0.3458333333333334,0.0458333333333333,0.4083333333333334,0.1458333333333333,0.0541666666666666,0.9175,2,0.5916666666666666,0.8469387755102041
0.2958333333333333,0.0416666666666666,0.2833333333333333,0.1875,0.1916666666666666,0.8175,1,0.7166666666666666,1.0441176470588234
0.2125,0.0208333333333333,0.2166666666666666,0.0083333333333333,0.5416666666666666,0.7125,2,0.7833333333333332,0.9807692307692311
0.3083333333333333,0.0166666666666666,0.3125,0.1166666666666666,0.2458333333333333,0.815,1,0.6874999999999998,0.9866666666666666
0.2458333333333333,0.0708333333333333,0.2916666666666667,0.1541666666666666,0.2375,0.7,0,0.7083333333333331,0.8428571428571426
0.2875,0.1041666666666666,0.3125,0.2125,0.0833333333333333,0.765,1,0.6874999999999999,0.9199999999999999
0.3458333333333334,0.0291666666666666,0.225,0.1625,0.2375,0.815,2,0.775,1.5370370370370372
0.4041666666666666,0.0958333333333333,0.2875,0.1374999999999999,0.075,0.845,2,0.7124999999999997,1.4057971014492754
0.3041666666666666,0.0916666666666666,0.4041666666666666,0.0791666666666666,0.1208333333333333,0.7875,1,0.5958333333333331,0.7525773195876287
0.225,0.0541666666666666,0.3833333333333333,0.0041666666666666,0.3333333333333333,0.6725,0,0.6166666666666666,0.5869565217391305
0.3791666666666666,0.0458333333333333,0.2333333333333333,0.175,0.1666666666666666,0.885,2,0.7666666666666664,1.6249999999999998
0.3625,0.1333333333333333,0.2666666666666666,0.0416666666666666,0.1958333333333333,0.8425,2,0.7333333333333333,1.3593750000000002
0.3666666666666667,0.1333333333333333,0.4166666666666667,0.0333333333333333,0.0499999999999999,0.895,2,0.5833333333333333,0.88
0.2791666666666667,0.1541666666666666,0.3875,0.075,0.1041666666666666,0.7225,1,0.6124999999999998,0.7204301075268817
0.3666666666666667,0.125,0.2291666666666666,0.225,0.0541666666666666,0.895,2,0.7708333333333333,1.6000000000000005
0.2749999999999999,0.15,0.2875,0.0041666666666666,0.2833333333333333,0.7475,1,0.7124999999999999,0.9565217391304346
0.3958333333333333,0.0166666666666666,0.2749999999999999,0.2375,0.075,0.86,2,0.7249999999999999,1.43939393939394
0.3416666666666666,0.075,0.2708333333333333,0.0833333333333333,0.2291666666666666,0.8375,2,0.7291666666666665,1.2615384615384615
0.35,0.125,0.375,0.1166666666666666,0.0333333333333333,0.815,2,0.6249999999999999,0.9333333333333332
0.2208333333333333,0.0916666666666666,0.3,0.2208333333333333,0.1666666666666666,0.655,0,0.6999999999999998,0.736111111111111
0.2833333333333333,0.0208333333333333,0.2375,0.1916666666666666,0.2666666666666666,0.715,2,0.7625,1.1929824561403508
0.225,0.1166666666666666,0.225,0.2041666666666667,0.2291666666666666,0.715,2,0.7749999999999999,1.0
0.3541666666666667,0.0124999999999999,0.225,0.2458333333333333,0.1625,0.7475,2,0.7749999999999999,1.5740740740740742
0.3791666666666666,0.1583333333333333,0.4125,0.0375,0.0124999999999999,0.77,2,0.5874999999999998,0.9191919191919191
0.2875,0.0124999999999999,0.3708333333333333,0.1416666666666666,0.1875,0.8025,1,0.6291666666666664,0.7752808988764045
0.2333333333333333,0.0833333333333333,0.2125,0.1166666666666666,0.3541666666666667,0.7025,2,0.7874999999999999,1.0980392156862744
0.2208333333333333,0.0208333333333333,0.2333333333333333,0.1625,0.3625,0.725,2,0.7666666666666665,0.9464285714285714
0.4083333333333334,0.0625,0.2666666666666666,0.2166666666666666,0.0458333333333333,0.945,2,0.7333333333333333,1.5312500000000004
0.2541666666666666,0.1625,0.2125,0.2416666666666666,0.1291666666666666,0.74,2,0.7874999999999998,1.1960784313725488
0.225,0.0916666666666666,0.4083333333333334,0.1291666666666666,0.1458333333333333,0.7025,0,0.5916666666666666,0.5510204081632653
0.3374999999999999,0.1166666666666666,0.3041666666666666,0.15,0.0916666666666666,0.8475,2,0.6958333333333331,1.1095890410958904
0.2166666666666666,0.0458333333333333,0.4083333333333334,0.2208333333333333,0.1083333333333333,0.705,0,0.5916666666666665,0.5306122448979589
0.3041666666666666,0.1041666666666666,0.2666666666666666,0.0458333333333333,0.2791666666666667,0.6675,1,0.7333333333333332,1.140625
0.3291666666666666,0.0124999999999999,0.4125,0.2416666666666666,0.0041666666666666,0.77,1,0.5874999999999997,0.7979797979797979
0.3541666666666667,0.0875,0.2708333333333333,0.2041666666666667,0.0833333333333333,0.775,2,0.7291666666666666,1.307692307692308
0.3999999999999999,0.1374999999999999,0.4041666666666666,0.0416666666666666,0.0166666666666666,0.885,2,0.5958333333333331,0.9896907216494845
0.3374999999999999,0.0708333333333333,0.4041666666666666,0.1625,0.0249999999999999,0.8625,2,0.5958333333333331,0.8350515463917525
0.4125,0.0249999999999999,0.3333333333333333,0.0875,0.1416666666666666,0.8475,2,0.6666666666666665,1.2375
0.4083333333333334,0.1416666666666666,0.3833333333333333,0.0291666666666666,0.0375,0.7875,2,0.6166666666666666,1.0652173913043481
0.2208333333333333,0.1458333333333333,0.3791666666666666,0.25,0.0041666666666666,0.67,0,0.6208333333333331,0.5824175824175825
0.4166666666666667,0.0916666666666666,0.3666666666666667,0.1166666666666666,0.0083333333333333,0.8525,2,0.6333333333333332,1.1363636363636362
0.3041666666666666,0.0208333333333333,0.4083333333333334,0.15,0.1166666666666666,0.805,1,0.5916666666666665,0.7448979591836732
0.2541666666666666,0.1125,0.3374999999999999,0.0875,0.2083333333333333,0.745,1,0.6624999999999999,0.7530864197530864
0.3166666666666666,0.1291666666666666,0.3166666666666666,0.2041666666666667,0.0333333333333333,0.7475,1,0.6833333333333332,1.0
0.325,0.0916666666666666,0.3916666666666666,0.0791666666666666,0.1125,0.825,1,0.6083333333333333,0.8297872340425534
0.3541666666666667,0.0375,0.2375,0.0041666666666666,0.3666666666666667,0.8875,2,0.7625,1.4912280701754388
0.2833333333333333,0.0999999999999999,0.2916666666666667,0.1083333333333333,0.2166666666666666,0.7425,1,0.708333333333333,0.9714285714285713
0.3166666666666666,0.1291666666666666,0.2916666666666667,0.1541666666666666,0.1083333333333333,0.82,1,0.708333333333333,1.0857142857142854
0.3875,0.1583333333333333,0.2375,0.1999999999999999,0.0166666666666666,0.7625,2,0.7624999999999997,1.6315789473684212
0.3041666666666666,0.1625,0.3125,0.0708333333333333,0.15,0.77,1,0.6874999999999999,0.973333333333333
0.3416666666666666,0.0416666666666666,0.225,0.0333333333333333,0.3583333333333333,0.825,2,0.7749999999999998,1.5185185185185182
0.2458333333333333,0.0583333333333333,0.3958333333333333,0.1166666666666666,0.1833333333333333,0.675,0,0.6041666666666665,0.6210526315789473
0.3458333333333334,0.0291666666666666,0.25,0.0083333333333333,0.3666666666666667,0.785,2,0.75,1.3833333333333335
0.2458333333333333,0.0166666666666666,0.2333333333333333,0.1166666666666666,0.3875,0.6825,2,0.7666666666666665,1.0535714285714286
0.25,0.0625,0.3125,0.1708333333333333,0.2041666666666667,0.69,1,0.6875,0.8
0.3916666666666666,0.1541666666666666,0.2208333333333333,0.0666666666666666,0.1666666666666666,0.8625,2,0.7791666666666663,1.7735849056603774
0.375,0.125,0.2458333333333333,0.0541666666666666,0.1999999999999999,0.8225,2,0.7541666666666665,1.5254237288135595
0.3374999999999999,0.0625,0.3041666666666666,0.1875,0.1083333333333333,0.6875,2,0.6958333333333332,1.1095890410958904
0.2166666666666666,0.0416666666666666,0.3583333333333333,0.225,0.1583333333333333,0.85,0,0.6416666666666665,0.6046511627906975
0.2291666666666666,0.075,0.3208333333333333,0.0625,0.3125,0.7625,0,0.6791666666666666,0.7142857142857142
0.2625,0.0625,0.2125,0.0791666666666666,0.3833333333333333,0.705,2,0.7874999999999999,1.2352941176470589
0.2333333333333333,0.15,0.3333333333333333,0.1708333333333333,0.1125,0.655,0,0.6666666666666666,0.7
0.3708333333333333,0.0833333333333333,0.225,0.1333333333333333,0.1875,0.91,2,0.7749999999999999,1.648148148148148
0.3,0.0208333333333333,0.2666666666666666,0.0916666666666666,0.3208333333333333,0.7975,1,0.7333333333333332,1.1250000000000002
0.3416666666666666,0.0958333333333333,0.2833333333333333,0.2458333333333333,0.0333333333333333,0.7375,2,0.7166666666666666,1.2058823529411764
0.2291666666666666,0.0249999999999999,0.2583333333333333,0.0416666666666666,0.4458333333333333,0.735,0,0.7416666666666664,0.8870967741935483
0.2458333333333333,0.0458333333333333,0.2458333333333333,0.225,0.2375,0.7225,2,0.7541666666666665,1.0
0.2958333333333333,0.1625,0.2333333333333333,0.0999999999999999,0.2083333333333333,0.725,2,0.7666666666666664,1.2678571428571428
0.4083333333333334,0.1458333333333333,0.3791666666666666,0.0166666666666666,0.0499999999999999,0.8925,2,0.6208333333333332,1.0769230769230773
0.3999999999999999,0.0916666666666666,0.3291666666666666,0.0499999999999999,0.1291666666666666,0.81,2,0.6708333333333331,1.2151898734177216
0.3666666666666667,0.0291666666666666,0.2749999999999999,0.1083333333333333,0.2208333333333333,0.7475,2,0.7249999999999999,1.333333333333334
0.2333333333333333,0.0999999999999999,0.2666666666666666,0.1458333333333333,0.2541666666666666,0.7125,0,0.7333333333333331,0.8750000000000001
0.2416666666666666,0.0791666666666666,0.3208333333333333,0.0124999999999999,0.3458333333333334,0.675,0,0.6791666666666665,0.7532467532467532
0.2208333333333333,0.1666666666666666,0.2749999999999999,0.2041666666666667,0.1333333333333333,0.68,0,0.725,0.8030303030303032
0.2625,0.1125,0.3666666666666667,0.15,0.1083333333333333,0.6125,1,0.6333333333333333,0.7159090909090908
0.2791666666666667,0.1541666666666666,0.3833333333333333,0.175,0.0083333333333333,0.7125,1,0.6166666666666665,0.7282608695652175
0.2333333333333333,0.1208333333333333,0.4041666666666666,0.0458333333333333,0.1958333333333333,0.715,0,0.5958333333333332,0.577319587628866
0.3291666666666666,0.1416666666666666,0.2375,0.1999999999999999,0.0916666666666666,0.7875,2,0.7624999999999997,1.3859649122807016
0.25,0.0291666666666666,0.2416666666666666,0.2041666666666667,0.2749999999999999,0.74,2,0.7583333333333332,1.03448275862069
0.2833333333333333,0.1458333333333333,0.2916666666666667,0.2041666666666667,0.075,0.86,1,0.7083333333333333,0.9714285714285713
0.3,0.0625,0.3041666666666666,0.075,0.2583333333333333,0.77,1,0.6958333333333333,0.986301369863014
0.2583333333333333,0.15,0.2875,0.1374999999999999,0.1666666666666666,0.8175,1,0.7124999999999999,0.8985507246376812
0.3958333333333333,0.1041666666666666,0.2333333333333333,0.2333333333333333,0.0333333333333333,0.7825,2,0.7666666666666665,1.6964285714285716
0.2375,0.1333333333333333,0.3374999999999999,0.1333333333333333,0.1583333333333333,0.77,0,0.6624999999999999,0.7037037037037038
0.3958333333333333,0.1333333333333333,0.2416666666666666,0.0708333333333333,0.1583333333333333,0.8975,2,0.7583333333333332,1.637931034482759
0.2166666666666666,0.0958333333333333,0.3666666666666667,0.2208333333333333,0.0999999999999999,0.6525,0,0.6333333333333331,0.5909090909090906
0.2791666666666667,0.1374999999999999,0.2333333333333333,0.2125,0.1374999999999999,0.7375,2,0.7666666666666665,1.1964285714285716
0.375,0.0249999999999999,0.2541666666666666,0.1791666666666666,0.1666666666666666,0.7875,2,0.7458333333333331,1.475409836065574
0.3583333333333333,0.1083333333333333,0.3541666666666667,0.0958333333333333,0.0833333333333333,0.785,2,0.6458333333333331,1.0117647058823527
0.2458333333333333,0.15,0.3291666666666666,0.0999999999999999,0.175,0.66,0,0.6708333333333332,0.7468354430379747
0.3041666666666666,0.1583333333333333,0.2416666666666666,0.1458333333333333,0.15,0.895,2,0.7583333333333332,1.2586206896551724
0.2125,0.1458333333333333,0.4041666666666666,0.1333333333333333,0.1041666666666666,0.6975,0,0.5958333333333332,0.5257731958762887
0.3541666666666667,0.1541666666666666,0.3541666666666667,0.0208333333333333,0.1166666666666666,0.9125,2,0.6458333333333331,1.0
0.2958333333333333,0.1208333333333333,0.4041666666666666,0.1666666666666666,0.0124999999999999,0.8325,1,0.5958333333333331,0.7319587628865979
0.3041666666666666,0.0208333333333333,0.4125,0.2083333333333333,0.0541666666666666,0.7775,1,0.5874999999999998,0.7373737373737372
0.3333333333333333,0.0666666666666666,0.2208333333333333,0.0833333333333333,0.2958333333333333,0.855,2,0.7791666666666665,1.509433962264151
0.375,0.0,0.2791666666666667,0.0999999999999999,0.2458333333333333,0.8775,2,0.7208333333333332,1.3432835820895521
0.2791666666666667,0.0583333333333333,0.3625,0.1125,0.1875,0.755,1,0.6375,0.7701149425287357
0.2541666666666666,0.075,0.2375,0.0458333333333333,0.3875,0.595,2,0.7624999999999998,1.070175438596491
0.3999999999999999,0.0583333333333333,0.3291666666666666,0.1333333333333333,0.0791666666666666,0.8575,2,0.6708333333333331,1.2151898734177216
0.2125,0.1125,0.2458333333333333,0.2416666666666666,0.1875,0.6775,2,0.7541666666666665,0.8644067796610171
0.225,0.1666666666666666,0.3125,0.15,0.1458333333333333,0.6475,0,0.6874999999999999,0.72
0.2208333333333333,0.125,0.25,0.225,0.1791666666666666,0.67,0,0.7499999999999999,0.8833333333333332
0.2166666666666666,0.0791666666666666,0.325,0.0166666666666666,0.3625,0.6675,0,0.6749999999999998,0.6666666666666664
0.3708333333333333,0.075,0.3166666666666666,0.1041666666666666,0.1333333333333333,0.895,2,0.6833333333333332,1.1710526315789476
0.2416666666666666,0.0291666666666666,0.3875,0.2375,0.1041666666666666,0.615,0,0.6124999999999998,0.6236559139784945
0.2875,0.0458333333333333,0.3416666666666666,0.1041666666666666,0.2208333333333333,0.805,1,0.6583333333333332,0.8414634146341464
0.2125,0.0375,0.2583333333333333,0.1666666666666666,0.325,0.755,0,0.7416666666666666,0.8225806451612904
0.2125,0.0166666666666666,0.375,0.0458333333333333,0.35,0.63,0,0.6249999999999999,0.5666666666666667
0.2291666666666666,0.0416666666666666,0.3583333333333333,0.2125,0.1583333333333333,0.7425,0,0.6416666666666665,0.6395348837209301
0.3833333333333333,0.0666666666666666,0.3458333333333334,0.0416666666666666,0.1625,0.875,2,0.6541666666666666,1.1084337349397588
0.2125,0.0124999999999999,0.25,0.0083333333333333,0.5166666666666667,0.675,0,0.7499999999999999,0.85
0.2458333333333333,0.0958333333333333,0.2958333333333333,0.225,0.1374999999999999,0.695,0,0.7041666666666665,0.8309859154929577
0.2625,0.0625,0.3333333333333333,0.0666666666666666,0.2749999999999999,0.7875,1,0.6666666666666665,0.7875000000000001
0.3374999999999999,0.0666666666666666,0.325,0.1083333333333333,0.1625,0.815,2,0.6749999999999998,1.038461538461538
0.3666666666666667,0.0249999999999999,0.3875,0.1083333333333333,0.1125,0.825,2,0.6124999999999999,0.946236559139785
0.3958333333333333,0.1333333333333333,0.2958333333333333,0.0041666666666666,0.1708333333333333,0.8725,2,0.7041666666666665,1.3380281690140847
0.3416666666666666,0.0416666666666666,0.2375,0.2083333333333333,0.1708333333333333,0.7225,2,0.7624999999999997,1.43859649122807
0.4125,0.0875,0.2458333333333333,0.0666666666666666,0.1875,0.88,2,0.7541666666666667,1.6779661016949154
0.2666666666666666,0.0916666666666666,0.3458333333333334,0.2083333333333333,0.0875,0.69,1,0.6541666666666665,0.7710843373493973
0.25,0.0,0.2375,0.225,0.2875,0.7375,2,0.7625,1.0526315789473684
0.3333333333333333,0.1125,0.2458333333333333,0.2291666666666666,0.0791666666666666,0.85,2,0.7541666666666665,1.3559322033898307
0.2958333333333333,0.0625,0.3166666666666666,0.0124999999999999,0.3125,0.7925,1,0.6833333333333331,0.9342105263157895
0.225,0.0999999999999999,0.2583333333333333,0.0958333333333333,0.3208333333333333,0.665,0,0.7416666666666666,0.870967741935484
0.2666666666666666,0.0583333333333333,0.3583333333333333,0.075,0.2416666666666666,0.6925,1,0.6416666666666665,0.7441860465116279
0.3458333333333334,0.1541666666666666,0.3625,0.0291666666666666,0.1083333333333333,0.9425,2,0.6374999999999998,0.9540229885057473
0.2166666666666666,0.0416666666666666,0.3333333333333333,0.0124999999999999,0.3958333333333333,0.8225,0,0.6666666666666665,0.6499999999999998
0.2791666666666667,0.1291666666666666,0.2291666666666666,0.0208333333333333,0.3416666666666666,0.7475,2,0.7708333333333331,1.2181818181818185
0.3583333333333333,0.0833333333333333,0.35,0.0916666666666666,0.1166666666666666,0.8575,2,0.6499999999999998,1.0238095238095237
0.375,0.1166666666666666,0.2666666666666666,0.1416666666666666,0.0999999999999999,0.81,2,0.7333333333333331,1.4062500000000002
0.2833333333333333,0.0166666666666666,0.3999999999999999,0.0333333333333333,0.2666666666666666,0.7525,1,0.5999999999999999,0.7083333333333335
0.2458333333333333,0.0916666666666666,0.3916666666666666,0.1833333333333333,0.0875,0.7525,0,0.6083333333333332,0.6276595744680851
0.375,0.1083333333333333,0.3541666666666667,0.1374999999999999,0.0249999999999999,0.835,2,0.645833333333333,1.0588235294117647
0.2541666666666666,0.1666666666666666,0.4041666666666666,0.0083333333333333,0.1666666666666666,0.645,1,0.5958333333333331,0.6288659793814432
0.3541666666666667,0.1541666666666666,0.2458333333333333,0.1416666666666666,0.1041666666666666,0.765,2,0.7541666666666665,1.4406779661016953
0.3999999999999999,0.1625,0.4041666666666666,0.0166666666666666,0.0166666666666666,0.9125,2,0.5958333333333331,0.9896907216494845
0.3875,0.1416666666666666,0.2749999999999999,0.1625,0.0333333333333333,0.8525,2,0.7249999999999999,1.4090909090909096
0.2583333333333333,0.0208333333333333,0.225,0.175,0.3208333333333333,0.71,2,0.7749999999999999,1.148148148148148
0.2791666666666667,0.1208333333333333,0.2208333333333333,0.0791666666666666,0.3,0.8225,2,0.7791666666666666,1.2641509433962266
0.2749999999999999,0.1041666666666666,0.3916666666666666,0.1416666666666666,0.0875,0.7575,1,0.6083333333333332,0.702127659574468
0.2583333333333333,0.0041666666666666,0.3916666666666666,0.0041666666666666,0.3416666666666666,0.7375,1,0.6083333333333332,0.6595744680851064
0.4041666666666666,0.1333333333333333,0.4166666666666667,0.0166666666666666,0.0291666666666666,0.9175,2,0.583333333333333,0.9699999999999999
0.3666666666666667,0.0666666666666666,0.3083333333333333,0.1583333333333333,0.0999999999999999,0.8075,2,0.6916666666666665,1.1891891891891895
0.2958333333333333,0.125,0.2583333333333333,0.0291666666666666,0.2916666666666667,0.84,1,0.7416666666666665,1.1451612903225805
0.2833333333333333,0.0458333333333333,0.2708333333333333,0.0583333333333333,0.3416666666666666,0.7525,1,0.7291666666666665,1.0461538461538462
0.2875,0.1125,0.2541666666666666,0.2375,0.1083333333333333,0.77,1,0.7458333333333333,1.1311475409836067
0.3708333333333333,0.0166666666666666,0.2958333333333333,0.2208333333333333,0.0958333333333333,0.8325,2,0.7041666666666665,1.2535211267605635
0.3374999999999999,0.0291666666666666,0.4166666666666667,0.0499999999999999,0.1666666666666666,0.8375,2,0.583333333333333,0.8099999999999997
0.4041666666666666,0.1083333333333333,0.3333333333333333,0.0791666666666666,0.075,0.8325,2,0.6666666666666665,1.2125
0.2541666666666666,0.0291666666666666,0.3708333333333333,0.0875,0.2583333333333333,0.7025,1,0.6291666666666665,0.6853932584269662
0.2208333333333333,0.1625,0.3916666666666666,0.2083333333333333,0.0166666666666666,0.77,0,0.6083333333333332,0.5638297872340425
0.3541666666666667,0.0249999999999999,0.3791666666666666,0.0541666666666666,0.1875,0.79,2,0.6208333333333332,0.9340659340659343
0.2541666666666666,0.0875,0.3333333333333333,0.1458333333333333,0.1791666666666666,0.6975,1,0.6666666666666664,0.7624999999999998
0.3916666666666666,0.1583333333333333,0.3875,0.0499999999999999,0.0124999999999999,0.8325,2,0.6124999999999997,1.0107526881720428
0.3458333333333334,0.0916666666666666,0.225,0.1041666666666666,0.2333333333333333,0.7425,2,0.7749999999999999,1.5370370370370372
0.3583333333333333,0.0833333333333333,0.225,0.0541666666666666,0.2791666666666667,0.785,2,0.7749999999999998,1.5925925925925923
0.35,0.0124999999999999,0.3875,0.125,0.125,0.9425,2,0.6124999999999998,0.9032258064516128
