Student_ID,Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
67,0.3458333333333334,0.029166666666666664,0.225,0.1625,0.23750000000000002,0.815,2
68,0.4041666666666666,0.09583333333333333,0.28750000000000003,0.13749999999999998,0.075,0.845,2
69,0.30416666666666664,0.09166666666666667,0.4041666666666666,0.07916666666666666,0.12083333333333333,0.7875,1
70,0.225,0.05416666666666667,0.3833333333333333,0.004166666666666667,0.3333333333333333,0.6725,0
71,0.37916666666666665,0.04583333333333334,0.2333333333333333,0.17500000000000002,0.16666666666666666,0.885,2
72,0.3625,0.13333333333333333,0.26666666666666666,0.041666666666666664,0.19583333333333333,0.8425,2
73,0.3666666666666667,0.13333333333333333,0.4166666666666667,0.03333333333333333,0.049999999999999996,0.895,2
74,0.2791666666666667,0.15416666666666667,0.3875,0.075,0.10416666666666667,0.7225,1
75,0.3666666666666667,0.125,0.22916666666666666,0.225,0.05416666666666667,0.895,2
76,0.27499999999999997,0.15,0.28750000000000003,0.004166666666666667,0.2833333333333333,0.7475,1
77,0.3958333333333333,0.016666666666666666,0.27499999999999997,0.23750000000000002,0.075,0.86,2
78,0.3416666666666666,0.075,0.2708333333333333,0.08333333333333333,0.22916666666666666,0.8375,2
79,0.35000000000000003,0.125,0.375,0.11666666666666665,0.03333333333333333,0.815,2
80,0.22083333333333333,0.09166666666666667,0.3,0.22083333333333333,0.16666666666666666,0.655,0
81,0.2833333333333333,0.020833333333333332,0.23750000000000002,0.19166666666666665,0.26666666666666666,0.715,2
82,0.225,0.11666666666666665,0.225,0.2041666666666667,0.22916666666666666,0.715,2
83,0.3541666666666667,0.012499999999999999,0.225,0.24583333333333335,0.1625,0.7475,2
84,0.37916666666666665,0.15833333333333333,0.41250000000000003,0.0375,0.012499999999999999,0.77,2
85,0.28750000000000003,0.012499999999999999,0.37083333333333335,0.14166666666666666,0.1875,0.8025,1
86,0.2333333333333333,0.08333333333333333,0.2125,0.11666666666666665,0.3541666666666667,0.7025,2
87,0.22083333333333333,0.020833333333333332,0.2333333333333333,0.1625,0.3625,0.725,2
88,0.4083333333333334,0.0625,0.26666666666666666,0.21666666666666667,0.04583333333333334,0.945,2
89,0.25416666666666665,0.1625,0.2125,0.24166666666666667,0.12916666666666668,0.74,2
90,0.225,0.09166666666666667,0.4083333333333334,0.12916666666666668,0.14583333333333334,0.7025,0
91,0.33749999999999997,0.11666666666666665,0.30416666666666664,0.15,0.09166666666666667,0.8475,2
92,0.21666666666666667,0.04583333333333334,0.4083333333333334,0.22083333333333333,0.10833333333333334,0.705,0
93,0.30416666666666664,0.10416666666666667,0.26666666666666666,0.04583333333333334,0.2791666666666667,0.6675,1
94,0.32916666666666666,0.012499999999999999,0.41250000000000003,0.24166666666666667,0.004166666666666667,0.77,1
95,0.3541666666666667,0.08750000000000001,0.2708333333333333,0.2041666666666667,0.08333333333333333,0.775,2
96,0.39999999999999997,0.13749999999999998,0.4041666666666666,0.041666666666666664,0.016666666666666666,0.885,2
97,0.33749999999999997,0.07083333333333333,0.4041666666666666,0.1625,0.024999999999999998,0.8625,2
98,0.41250000000000003,0.024999999999999998,0.3333333333333333,0.08750000000000001,0.14166666666666666,0.8475,2
99,0.4083333333333334,0.14166666666666666,0.3833333333333333,0.029166666666666664,0.0375,0.7875,2
100,0.22083333333333333,0.14583333333333334,0.37916666666666665,0.25,0.004166666666666667,0.67,0
101,0.4166666666666667,0.09166666666666667,0.3666666666666667,0.11666666666666665,0.008333333333333333,0.8525,2
102,0.30416666666666664,0.020833333333333332,0.4083333333333334,0.15,0.11666666666666665,0.805,1
103,0.25416666666666665,0.1125,0.33749999999999997,0.08750000000000001,0.20833333333333334,0.745,1
104,0.31666666666666665,0.12916666666666668,0.31666666666666665,0.2041666666666667,0.03333333333333333,0.7475,1
105,0.325,0.09166666666666667,0.39166666666666666,0.07916666666666666,0.1125,0.825,1
106,0.3541666666666667,0.0375,0.23750000000000002,0.004166666666666667,0.3666666666666667,0.8875,2
107,0.2833333333333333,0.09999999999999999,0.2916666666666667,0.10833333333333334,0.21666666666666667,0.7425,1
108,0.31666666666666665,0.12916666666666668,0.2916666666666667,0.15416666666666667,0.10833333333333334,0.82,1
109,0.3875,0.15833333333333333,0.23750000000000002,0.19999999999999998,0.016666666666666666,0.7625,2
110,0.30416666666666664,0.1625,0.3125,0.07083333333333333,0.15,0.77,1
111,0.3416666666666666,0.041666666666666664,0.225,0.03333333333333333,0.35833333333333334,0.825,2
112,0.24583333333333335,0.05833333333333333,0.3958333333333333,0.11666666666666665,0.18333333333333335,0.675,0
113,0.3458333333333334,0.029166666666666664,0.25,0.008333333333333333,0.3666666666666667,0.785,2
114,0.24583333333333335,0.016666666666666666,0.2333333333333333,0.11666666666666665,0.3875,0.6825,2
115,0.25,0.0625,0.3125,0.1708333333333333,0.2041666666666667,0.69,1
116,0.39166666666666666,0.15416666666666667,0.22083333333333333,0.06666666666666667,0.16666666666666666,0.8625,2
117,0.375,0.125,0.24583333333333335,0.05416666666666667,0.19999999999999998,0.8225,2
118,0.33749999999999997,0.0625,0.30416666666666664,0.1875,0.10833333333333334,0.6875,2
119,0.21666666666666667,0.041666666666666664,0.35833333333333334,0.225,0.15833333333333333,0.85,0
120,0.22916666666666666,0.075,0.32083333333333336,0.0625,0.3125,0.7625,0
121,0.2625,0.0625,0.2125,0.07916666666666666,0.3833333333333333,0.705,2
122,0.2333333333333333,0.15,0.3333333333333333,0.1708333333333333,0.1125,0.655,0
123,0.37083333333333335,0.08333333333333333,0.225,0.13333333333333333,0.1875,0.91,2
124,0.3,0.020833333333333332,0.26666666666666666,0.09166666666666667,0.32083333333333336,0.7975,1
125,0.3416666666666666,0.09583333333333333,0.2833333333333333,0.24583333333333335,0.03333333333333333,0.7375,2
126,0.22916666666666666,0.024999999999999998,0.25833333333333336,0.041666666666666664,0.4458333333333333,0.735,0
127,0.24583333333333335,0.04583333333333334,0.24583333333333335,0.225,0.23750000000000002,0.7225,2
128,0.29583333333333334,0.1625,0.2333333333333333,0.09999999999999999,0.20833333333333334,0.725,2
129,0.4083333333333334,0.14583333333333334,0.37916666666666665,0.016666666666666666,0.049999999999999996,0.8925,2
130,0.39999999999999997,0.09166666666666667,0.32916666666666666,0.049999999999999996,0.12916666666666668,0.81,2
131,0.3666666666666667,0.029166666666666664,0.27499999999999997,0.10833333333333334,0.22083333333333333,0.7475,2
132,0.2333333333333333,0.09999999999999999,0.26666666666666666,0.14583333333333334,0.25416666666666665,0.7125,0
133,0.24166666666666667,0.07916666666666666,0.32083333333333336,0.012499999999999999,0.3458333333333334,0.675,0
134,0.22083333333333333,0.16666666666666666,0.27499999999999997,0.2041666666666667,0.13333333333333333,0.68,0
135,0.2625,0.1125,0.3666666666666667,0.15,0.10833333333333334,0.6125,1
136,0.2791666666666667,0.15416666666666667,0.3833333333333333,0.17500000000000002,0.008333333333333333,0.7125,1
137,0.2333333333333333,0.12083333333333333,0.4041666666666666,0.04583333333333334,0.19583333333333333,0.715,0
138,0.32916666666666666,0.14166666666666666,0.23750000000000002,0.19999999999999998,0.09166666666666667,0.7875,2
139,0.25,0.029166666666666664,0.24166666666666667,0.2041666666666667,0.27499999999999997,0.74,2
140,0.2833333333333333,0.14583333333333334,0.2916666666666667,0.2041666666666667,0.075,0.86,1
141,0.3,0.0625,0.30416666666666664,0.075,0.25833333333333336,0.77,1
142,0.25833333333333336,0.15,0.28750000000000003,0.13749999999999998,0.16666666666666666,0.8175,1
143,0.3958333333333333,0.10416666666666667,0.2333333333333333,0.2333333333333333,0.03333333333333333,0.7825,2
144,0.23750000000000002,0.13333333333333333,0.33749999999999997,0.13333333333333333,0.15833333333333333,0.77,0
145,0.3958333333333333,0.13333333333333333,0.24166666666666667,0.07083333333333333,0.15833333333333333,0.8975,2
146,0.21666666666666667,0.09583333333333333,0.3666666666666667,0.22083333333333333,0.09999999999999999,0.6525,0
147,0.2791666666666667,0.13749999999999998,0.2333333333333333,0.2125,0.13749999999999998,0.7375,2
148,0.375,0.024999999999999998,0.25416666666666665,0.17916666666666667,0.16666666666666666,0.7875,2
149,0.35833333333333334,0.10833333333333334,0.3541666666666667,0.09583333333333333,0.08333333333333333,0.785,2
150,0.24583333333333335,0.15,0.32916666666666666,0.09999999999999999,0.17500000000000002,0.66,0
151,0.30416666666666664,0.15833333333333333,0.24166666666666667,0.14583333333333334,0.15,0.895,2
152,0.2125,0.14583333333333334,0.4041666666666666,0.13333333333333333,0.10416666666666667,0.6975,0
153,0.3541666666666667,0.15416666666666667,0.3541666666666667,0.020833333333333332,0.11666666666666665,0.9125,2
154,0.29583333333333334,0.12083333333333333,0.4041666666666666,0.16666666666666666,0.012499999999999999,0.8325,1
155,0.30416666666666664,0.020833333333333332,0.41250000000000003,0.20833333333333334,0.05416666666666667,0.7775,1
156,0.3333333333333333,0.06666666666666667,0.22083333333333333,0.08333333333333333,0.29583333333333334,0.855,2
157,0.375,0.0,0.2791666666666667,0.09999999999999999,0.24583333333333335,0.8775,2
158,0.2791666666666667,0.05833333333333333,0.3625,0.1125,0.1875,0.755,1
159,0.25416666666666665,0.075,0.23750000000000002,0.04583333333333334,0.3875,0.595,2
160,0.39999999999999997,0.05833333333333333,0.32916666666666666,0.13333333333333333,0.07916666666666666,0.8575,2
161,0.2125,0.1125,0.24583333333333335,0.24166666666666667,0.1875,0.6775,2
162,0.225,0.16666666666666666,0.3125,0.15,0.14583333333333334,0.6475,0
163,0.22083333333333333,0.125,0.25,0.225,0.17916666666666667,0.67,0
164,0.21666666666666667,0.07916666666666666,0.325,0.016666666666666666,0.3625,0.6675,0
165,0.37083333333333335,0.075,0.31666666666666665,0.10416666666666667,0.13333333333333333,0.895,2
166,0.24166666666666667,0.029166666666666664,0.3875,0.23750000000000002,0.10416666666666667,0.615,0
167,0.28750000000000003,0.04583333333333334,0.3416666666666666,0.10416666666666667,0.22083333333333333,0.805,1
168,0.2125,0.0375,0.25833333333333336,0.16666666666666666,0.325,0.755,0
169,0.2125,0.016666666666666666,0.375,0.04583333333333334,0.35000000000000003,0.63,0
170,0.22916666666666666,0.041666666666666664,0.35833333333333334,0.2125,0.15833333333333333,0.7425,0
171,0.3833333333333333,0.06666666666666667,0.3458333333333334,0.041666666666666664,0.1625,0.875,2
172,0.2125,0.012499999999999999,0.25,0.008333333333333333,0.5166666666666667,0.675,0
173,0.24583333333333335,0.09583333333333333,0.29583333333333334,0.225,0.13749999999999998,0.695,0
174,0.2625,0.0625,0.3333333333333333,0.06666666666666667,0.27499999999999997,0.7875,1
175,0.33749999999999997,0.06666666666666667,0.325,0.10833333333333334,0.1625,0.815,2
176,0.3666666666666667,0.024999999999999998,0.3875,0.10833333333333334,0.1125,0.825,2
177,0.3958333333333333,0.13333333333333333,0.29583333333333334,0.004166666666666667,0.1708333333333333,0.8725,2
178,0.3416666666666666,0.041666666666666664,0.23750000000000002,0.20833333333333334,0.1708333333333333,0.7225,2
179,0.41250000000000003,0.08750000000000001,0.24583333333333335,0.06666666666666667,0.1875,0.88,2
180,0.26666666666666666,0.09166666666666667,0.3458333333333334,0.20833333333333334,0.08750000000000001,0.69,1
181,0.25,0.0,0.23750000000000002,0.225,0.28750000000000003,0.7375,2
182,0.3333333333333333,0.1125,0.24583333333333335,0.22916666666666666,0.07916666666666666,0.85,2
183,0.29583333333333334,0.0625,0.31666666666666665,0.012499999999999999,0.3125,0.7925,1
184,0.225,0.09999999999999999,0.25833333333333336,0.09583333333333333,0.32083333333333336,0.665,0
185,0.26666666666666666,0.05833333333333333,0.35833333333333334,0.075,0.24166666666666667,0.6925,1
186,0.3458333333333334,0.15416666666666667,0.3625,0.029166666666666664,0.10833333333333334,0.9425,2
187,0.21666666666666667,0.041666666666666664,0.3333333333333333,0.012499999999999999,0.3958333333333333,0.8225,0
188,0.2791666666666667,0.12916666666666668,0.22916666666666666,0.020833333333333332,0.3416666666666666,0.7475,2
189,0.35833333333333334,0.08333333333333333,0.35000000000000003,0.09166666666666667,0.11666666666666665,0.8575,2
190,0.375,0.11666666666666665,0.26666666666666666,0.14166666666666666,0.09999999999999999,0.81,2
191,0.2833333333333333,0.016666666666666666,0.39999999999999997,0.03333333333333333,0.26666666666666666,0.7525,1
192,0.24583333333333335,0.09166666666666667,0.39166666666666666,0.18333333333333335,0.08750000000000001,0.7525,0
193,0.375,0.10833333333333334,0.3541666666666667,0.13749999999999998,0.024999999999999998,0.835,2
194,0.25416666666666665,0.16666666666666666,0.4041666666666666,0.008333333333333333,0.16666666666666666,0.645,1
195,0.3541666666666667,0.15416666666666667,0.24583333333333335,0.14166666666666666,0.10416666666666667,0.765,2
196,0.39999999999999997,0.1625,0.4041666666666666,0.016666666666666666,0.016666666666666666,0.9125,2
197,0.3875,0.14166666666666666,0.27499999999999997,0.1625,0.03333333333333333,0.8525,2
198,0.25833333333333336,0.020833333333333332,0.225,0.17500000000000002,0.32083333333333336,0.71,2
199,0.2791666666666667,0.12083333333333333,0.22083333333333333,0.07916666666666666,0.3,0.8225,2
200,0.27499999999999997,0.10416666666666667,0.39166666666666666,0.14166666666666666,0.08750000000000001,0.7575,1
201,0.25833333333333336,0.004166666666666667,0.39166666666666666,0.004166666666666667,0.3416666666666666,0.7375,1
202,0.4041666666666666,0.13333333333333333,0.4166666666666667,0.016666666666666666,0.029166666666666664,0.9175,2
203,0.3666666666666667,0.06666666666666667,0.30833333333333335,0.15833333333333333,0.09999999999999999,0.8075,2
204,0.29583333333333334,0.125,0.25833333333333336,0.029166666666666664,0.2916666666666667,0.84,1
205,0.2833333333333333,0.04583333333333334,0.2708333333333333,0.05833333333333333,0.3416666666666666,0.7525,1
206,0.28750000000000003,0.1125,0.25416666666666665,0.23750000000000002,0.10833333333333334,0.77,1
207,0.37083333333333335,0.016666666666666666,0.29583333333333334,0.22083333333333333,0.09583333333333333,0.8325,2
208,0.33749999999999997,0.029166666666666664,0.4166666666666667,0.049999999999999996,0.16666666666666666,0.8375,2
209,0.4041666666666666,0.10833333333333334,0.3333333333333333,0.07916666666666666,0.075,0.8325,2
210,0.25416666666666665,0.029166666666666664,0.37083333333333335,0.08750000000000001,0.25833333333333336,0.7025,1
211,0.22083333333333333,0.1625,0.39166666666666666,0.20833333333333334,0.016666666666666666,0.77,0
212,0.3541666666666667,0.024999999999999998,0.37916666666666665,0.05416666666666667,0.1875,0.79,2
213,0.25416666666666665,0.08750000000000001,0.3333333333333333,0.14583333333333334,0.17916666666666667,0.6975,1
214,0.39166666666666666,0.15833333333333333,0.3875,0.049999999999999996,0.012499999999999999,0.8325,2
215,0.3458333333333334,0.09166666666666667,0.225,0.10416666666666667,0.2333333333333333,0.7425,2
216,0.35833333333333334,0.08333333333333333,0.225,0.05416666666666667,0.2791666666666667,0.785,2
217,0.35000000000000003,0.012499999999999999,0.3875,0.125,0.125,0.9425,2
218,0.37916666666666665,0.05833333333333333,0.35000000000000003,0.12083333333333333,0.09166666666666667,0.815,2
219,0.2625,0.14583333333333334,0.375,0.14166666666666666,0.075,0.7775,1
220,0.3541666666666667,0.1125,0.33749999999999997,0.14583333333333334,0.049999999999999996,0.845,2
221,0.24166666666666667,0.14583333333333334,0.39166666666666666,0.008333333333333333,0.2125,0.71,0
222,0.2791666666666667,0.125,0.24166666666666667,0.2041666666666667,0.15,0.7575,2
223,0.3833333333333333,0.08333333333333333,0.20833333333333334,0.07083333333333333,0.25416666666666665,0.855,2
224,0.3416666666666666,0.041666666666666664,0.3416666666666666,0.13333333333333333,0.14166666666666666,0.81,2
225,0.37083333333333335,0.016666666666666666,0.3666666666666667,0.13333333333333333,0.1125,0.83,2
226,0.3416666666666666,0.15416666666666667,0.22916666666666666,0.2333333333333333,0.041666666666666664,0.8225,2
227,0.35000000000000003,0.012499999999999999,0.2708333333333333,0.17500000000000002,0.19166666666666665,0.8225,2
228,0.2791666666666667,0.10416666666666667,0.21666666666666667,0.21666666666666667,0.18333333333333335,0.715,2
229,0.41250000000000003,0.1625,0.3625,0.008333333333333333,0.05416666666666667,0.95,2
230,0.35000000000000003,0.075,0.26666666666666666,0.25,0.05833333333333333,0.8125,2
231,0.29583333333333334,0.075,0.24166666666666667,0.19999999999999998,0.1875,0.715,2
232,0.225,0.1125,0.3458333333333334,0.06666666666666667,0.25,0.7375,0
233,0.4083333333333334,0.024999999999999998,0.3,0.23750000000000002,0.029166666666666664,0.96,2
234,0.2916666666666667,0.04583333333333334,0.41250000000000003,0.10416666666666667,0.14583333333333334,0.71,1
235,0.3958333333333333,0.0375,0.25416666666666665,0.008333333333333333,0.30416666666666664,0.7925,2
236,0.3875,0.07916666666666666,0.4083333333333334,0.024999999999999998,0.09999999999999999,0.92,2
237,0.3875,0.12916666666666668,0.37083333333333335,0.09583333333333333,0.016666666666666666,0.88,2
238,0.23750000000000002,0.004166666666666667,0.39999999999999997,0.15416666666666667,0.2041666666666667,0.78,0
239,0.375,0.07916666666666666,0.2333333333333333,0.03333333333333333,0.2791666666666667,0.8025,2
240,0.25,0.08333333333333333,0.22083333333333333,0.14583333333333334,0.3,0.815,2
241,0.2625,0.13333333333333333,0.27499999999999997,0.1125,0.21666666666666667,0.7125,1
242,0.3333333333333333,0.049999999999999996,0.3541666666666667,0.21666666666666667,0.04583333333333334,0.68,1
243,0.37083333333333335,0.008333333333333333,0.30833333333333335,0.024999999999999998,0.28750000000000003,0.8325,2
244,0.33749999999999997,0.11666666666666665,0.325,0.004166666666666667,0.21666666666666667,0.745,2
245,0.27499999999999997,0.08750000000000001,0.225,0.08750000000000001,0.325,0.6975,2
246,0.325,0.11666666666666665,0.375,0.0375,0.14583333333333334,0.7775,1
247,0.24166666666666667,0.016666666666666666,0.3416666666666666,0.17500000000000002,0.225,0.72,0
248,0.3541666666666667,0.14583333333333334,0.35833333333333334,0.1125,0.029166666666666664,0.7875,2
249,0.2791666666666667,0.13749999999999998,0.225,0.225,0.13333333333333333,0.8175,2
250,0.30416666666666664,0.10833333333333334,0.31666666666666665,0.18333333333333335,0.08750000000000001,0.7825,1
251,0.225,0.008333333333333333,0.25833333333333336,0.041666666666666664,0.4666666666666666,0.6875,0
252,0.41250000000000003,0.05416666666666667,0.24583333333333335,0.19583333333333333,0.09166666666666667,0.8925,2
253,0.3458333333333334,0.08333333333333333,0.325,0.17500000000000002,0.07083333333333333,0.8125,2
254,0.25,0.1125,0.225,0.008333333333333333,0.4041666666666666,0.73,2
255,0.2625,0.07916666666666666,0.3875,0.18333333333333335,0.08750000000000001,0.7125,1
256,0.2791666666666667,0.0625,0.41250000000000003,0.008333333333333333,0.23750000000000002,0.83,1
257,0.3875,0.09583333333333333,0.3,0.15833333333333333,0.05833333333333333,0.9025,2
258,0.3958333333333333,0.07083333333333333,0.26666666666666666,0.15,0.11666666666666665,0.855,2
259,0.39999999999999997,0.03333333333333333,0.33749999999999997,0.14583333333333334,0.08333333333333333,0.8275,2
260,0.35833333333333334,0.15,0.24583333333333335,0.05833333333333333,0.1875,0.8425,2
261,0.41250000000000003,0.029166666666666664,0.3875,0.08333333333333333,0.08750000000000001,0.8975,2
262,0.3,0.08750000000000001,0.2833333333333333,0.15,0.17916666666666667,0.7525,1
263,0.24166666666666667,0.06666666666666667,0.4083333333333334,0.0625,0.22083333333333333,0.6525,0
264,0.37083333333333335,0.020833333333333332,0.4083333333333334,0.09166666666666667,0.10833333333333334,0.8925,2
265,0.25833333333333336,0.012499999999999999,0.24166666666666667,0.12916666666666668,0.35833333333333334,0.7825,2
266,0.3,0.041666666666666664,0.33749999999999997,0.17500000000000002,0.14583333333333334,0.745,1
267,0.24166666666666667,0.029166666666666664,0.21666666666666667,0.18333333333333335,0.32916666666666666,0.7025,2
268,0.3833333333333333,0.13333333333333333,0.32916666666666666,0.13333333333333333,0.020833333333333332,0.95,2
269,0.25,0.016666666666666666,0.2625,0.012499999999999999,0.4583333333333333,0.7625,1
270,0.21666666666666667,0.020833333333333332,0.30416666666666664,0.2333333333333333,0.225,0.6975,0
271,0.27499999999999997,0.08333333333333333,0.21666666666666667,0.0375,0.3875,0.7925,2
272,0.30416666666666664,0.08750000000000001,0.30833333333333335,0.16666666666666666,0.13333333333333333,0.79,1
273,0.23750000000000002,0.004166666666666667,0.2708333333333333,0.17500000000000002,0.3125,0.745,0
274,0.4083333333333334,0.016666666666666666,0.35000000000000003,0.09999999999999999,0.125,0.815,2
275,0.3875,0.029166666666666664,0.3541666666666667,0.19166666666666665,0.0375,0.8575,2
276,0.3125,0.10416666666666667,0.3875,0.1125,0.08333333333333333,0.8,1
277,0.21666666666666667,0.15416666666666667,0.35000000000000003,0.1708333333333333,0.10833333333333334,0.7275,0
278,0.2916666666666667,0.10833333333333334,0.22916666666666666,0.1625,0.20833333333333334,0.705,2
279,0.4166666666666667,0.008333333333333333,0.41250000000000003,0.06666666666666667,0.09583333333333333,0.89,2
280,0.325,0.125,0.39166666666666666,0.0625,0.09583333333333333,0.8125,1
